162,585
352,645
532,612
9,199
196,290
427,860
4,205
301,577
420,677
532,589
288,494
5,205
44,807
777,807
196,532
138,182
196,388
487,860
47,179
459,618
427,585
179,191
412,542
416,548
0,490
20,468
306,645
532,579
2,270
550,633
442,542
459,860
135,799
204,490
490,618
447,513
291,494
416,525
487,585
292,495
48,772
677,687
412,532
490,860
473,627
398,633
544,687
288,618
548,577
236,836
386,515
459,585
112,132
162,627
442,532
495,687
494,542
645,860
352,494
306,612
285,589
525,687
288,860
344,495
490,585
423,495
354,810
398,587
290,645
328,528
374,495
544,677
162,352
0,290
447,601
112,122
285,687
291,618
404,495
162,473
427,627
288,585
285,579
431,633
577,687
330,587
0,532
627,810
587,737
301,645
291,860
306,494
370,515
254,834
487,627
354,548
285,677
0,810
290,612
162,463
650,775
68,270
431,587
459,542
577,677
354,525
291,585
417,810
386,593
5,227
