,f1,f2,f3,f4,f5,f6,f7,f8
121,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22
122,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22
123,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22
124,0.53,0.41,0.5,0.24,1,0,0.47,0.22
125,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35
126,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22
127,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26
128,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22
129,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22
130,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26
131,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22
132,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25
133,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31
134,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22
135,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22
136,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22
137,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22
138,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51
139,0.74,0.72,0.5,0.28,0.5,0,0.49,0.27
140,0.31,0.3,0.34,0.19,0.5,0,0.55,0.3
141,0.77,0.78,0.51,0.28,0.5,0,0.33,0.22
142,0.49,0.6,0.3,0.34,0.5,0,0.5,0.43
143,0.37,0.51,0.39,0.18,0.5,0,0.51,0.27
144,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26
145,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28
146,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44
147,0.33,0.21,0.53,0.15,1,0,0.52,0.5
148,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38
149,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42
150,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22
151,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22
152,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26
153,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36
154,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31
155,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22
156,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27
157,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27
158,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22
159,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6
160,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31
161,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61
162,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22
163,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3
164,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22
165,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22
166,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22
167,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35
168,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51
169,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22
170,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22
171,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31
172,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31
173,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27
174,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22
175,0.35,0.21,1,0.8,0.5,0,0.13,0.01
176,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22
177,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22
178,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22
179,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19
180,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26
181,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21
182,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11
183,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39
184,0.77,0.86,0.44,0.27,0.5,0,0.48,0.22
185,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68
186,0.52,0.54,0.47,0.49,0.5,0,0.54,0.22
187,0.49,0.38,0.56,0.09,0.5,0,0.46,0.22
188,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22
189,0.41,0.4,0.56,0.17,0.5,0,0.56,0.22
190,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22
191,0.39,0.3,0.63,0.2,0.5,0,0.43,0.47
192,0.77,0.82,0.4,0.36,0.5,0,0.38,0.22
193,0.42,0.28,0.33,0.23,0.5,0,0.39,0.26
194,0.47,0.37,0.46,0.28,0.5,0,0.52,0.99
195,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27
196,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25
197,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22
198,0.7,0.57,0.34,0.19,0.5,0,0.53,0.27
199,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29
200,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34
201,0.47,0.5,0.47,0.22,0.5,0,0.53,0.45
202,0.33,0.47,0.55,0.24,0.5,0,0.45,0.67
203,0.55,0.4,0.62,0.22,0.5,0,0.37,0.28
204,0.54,0.47,0.58,0.4,0.5,0,0.46,0.27
205,0.46,0.5,0.5,0.28,0.5,0,0.5,0.37
206,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22
207,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22
208,0.47,0.32,0.51,0.24,0.5,0,0.54,0.27
209,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54
210,0.52,0.56,0.55,0.16,0.5,0,0.53,0.39
211,0.41,0.42,0.23,0.16,0.5,0,0.4,0.22
212,0.4,0.65,0.38,0.17,0.5,0,0.57,0.22
213,0.36,0.37,0.63,0.25,0.5,0,0.3,0.22
214,0.49,0.55,0.41,0.19,0.5,0,0.48,0.31
215,0.88,0.72,0.32,0.3,0.5,0,0.52,0.33
216,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25
217,0.58,0.43,0.32,0.11,0.5,0,0.49,0.22
218,0.75,0.76,0.58,0.22,0.5,0,0.49,0.22
219,0.51,0.59,0.55,0.21,0.5,0,0.52,0.22
220,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25
221,0.62,0.42,0.47,0.16,0.5,0,0.52,0.22
222,0.5,0.45,0.52,0.18,0.5,0,0.52,0.22
223,0.59,0.51,0.47,0.21,0.5,0,0.47,0.22
224,0.49,0.48,0.52,0.24,0.5,0,0.5,0.22
225,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22
226,0.49,0.51,0.52,0.13,0.5,0,0.51,0.33
227,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
228,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
229,0.55,0.79,0.45,0.25,0.5,0,0.51,0.22
230,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22
231,0.33,0.36,0.62,0.26,0.5,0,0.55,0.22
232,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64
233,0.4,0.56,0.53,0.15,0.5,0,0.49,0.22
234,0.44,0.49,0.49,0.27,0.5,0,0.52,0.22
235,0.49,0.46,0.54,0.18,0.5,0,0.35,0.22
236,0.59,0.48,0.41,0.53,0.5,0,0.48,0.56
237,0.33,0.46,0.53,0.12,0.5,0,0.5,0.27
238,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27
239,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37
240,0.52,0.51,0.48,0.12,0.5,0,0.54,0.31
241,0.47,0.46,0.49,0.27,0.5,0,0.59,0.22
242,0.55,0.44,0.5,0.09,0.5,0,0.55,0.22
243,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22
244,0.51,0.49,0.48,0.55,0.5,0,0.52,0.58
245,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22
246,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25
247,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22
248,0.53,0.52,0.49,0.27,0.5,0,0.51,0.22
249,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3
250,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25
251,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22
252,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26
253,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3
254,0.55,0.35,0.36,0.29,0.5,0,0.51,0.22
255,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22
256,0.63,0.65,0.42,0.18,0.5,0,0.54,0.27
257,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32
258,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52
259,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22
260,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22
261,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4
262,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62
263,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6
264,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11
265,0.65,0.54,0.54,0.13,0.5,0,0.53,0.22
266,0.48,0.42,0.52,0.24,0.5,0,0.56,0.22
267,0.58,0.51,0.49,0.27,0.5,0,0.57,0.29
268,0.63,0.57,0.59,0.4,0.5,0,0.38,0.22
269,0.48,0.23,0.57,0.27,0.5,0,0.48,0.47
270,0.59,0.6,0.49,0.43,0.5,0,0.53,0.31
271,0.37,0.46,0.4,0.27,0.5,0,0.45,0.22
272,0.42,0.31,0.62,0.12,0.5,0,0.4,0.22
273,0.8,0.46,0.5,0.15,0.5,0,0.53,0.22
274,0.35,0.39,0.57,0.11,0.5,0,0.48,0.22
275,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22
276,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51
277,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18
278,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22
279,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22
280,0.3,0.5,0.34,0.26,0.5,0,0.51,0.22
281,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32
282,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53
283,0.28,0.46,0.26,0.18,0.5,0,0.39,0.22
284,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27
285,0.69,0.7,0.5,0.3,0.5,0,0.54,0.22
286,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22
287,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22
288,0.41,0.49,0.65,0.28,0.5,0,0.59,0.57
289,0.54,0.44,0.35,0.19,0.5,0,0.51,0.27
290,0.64,0.31,0.53,0.15,0.5,0,0.53,0.31
291,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22
292,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41
293,0.56,0.46,0.51,0.25,0.5,0,0.54,0.22
294,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36
295,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66
296,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22
297,0.42,0.44,0.48,0.54,0.5,0,0.48,0.22
298,0.5,0.54,0.48,0.65,0.5,0,0.53,0.22
299,0.4,0.42,0.57,0.35,0.5,0,0.53,0.25
300,0.51,0.51,0.52,0.51,0.5,0,0.54,0.22
301,0.53,0.54,0.43,0.1,0.5,0,0.57,0.32
302,0.51,0.51,0.43,0.87,0.5,0,0.52,0.22
303,0.74,0.67,0.47,0.34,0.5,0,0.42,0.22
304,0.4,0.45,0.57,0.18,0.5,0,0.56,0.26
305,0.37,0.36,0.56,0.18,0.5,0,0.48,0.26
306,0.74,0.75,0.58,0.47,0.5,0,0.4,0.35
307,0.53,0.44,0.51,0.33,0.5,0,0.55,0.22
308,0.54,0.48,0.44,0.08,0.5,0,0.52,0.27
309,0.6,0.47,0.45,0.22,0.5,0,0.51,0.29
310,0.81,0.85,0.47,0.37,0.5,0,0.56,0.22
311,0.5,0.58,0.46,0.46,0.5,0,0.46,0.22
312,0.51,0.54,0.6,0.57,0.5,0,0.58,0.22
313,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22
314,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32
315,0.36,0.58,0.35,0.24,0.5,0,0.44,0.22
316,0.36,0.43,0.39,0.12,0.5,0,0.49,0.22
317,0.65,0.65,0.52,0.16,0.5,0,0.6,0.22
318,0.47,0.47,0.57,0.48,0.5,0,0.48,0.22
319,0.35,0.52,0.48,0.22,0.5,0,0.26,0.22
320,0.54,0.55,0.34,0.31,0.5,0,0.54,0.22
321,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27
322,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22
323,0.39,0.58,0.5,0.26,0.5,0,0.54,0.59
324,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22
325,0.58,0.48,0.51,0.47,0.5,0,0.55,0.22
326,0.43,0.57,0.53,0.16,0.5,0,0.54,0.22
327,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72
328,0.36,0.68,0.46,0.16,0.5,0,0.53,0.28
329,0.42,0.31,0.5,0.15,0.5,0,0.53,0.22
330,0.67,0.71,0.52,0.65,0.5,0,0.53,0.36
331,0.26,0.5,0.33,0.28,0.5,0,0.51,0.22
332,0.31,0.44,0.53,0.23,0.5,0,0.51,0.32
333,0.38,0.68,0.44,0.45,0.5,0,0.53,0.22
334,0.48,0.64,0.61,0.23,0.5,0,0.6,0.22
335,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22
336,0.42,0.58,0.41,0.65,0.5,0,0.46,0.26
337,0.59,0.61,0.34,0.22,0.5,0,0.51,0.22
338,0.52,0.77,0.38,0.34,0.5,0,0.51,0.22
339,0.5,0.52,0.6,0.51,0.5,0,0.48,0.22
340,0.77,0.79,0.58,0.23,0.5,0,0.48,0.22
341,0.82,0.75,0.54,0.23,0.5,0,0.46,0.22
342,0.4,0.56,0.48,0.14,0.5,0,0.47,0.22
343,0.42,0.57,0.72,0.22,0.5,0,0.57,0.22
344,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
345,0.59,0.58,0.56,0.21,0.5,0,0.54,0.33
346,0.27,0.36,0.6,0.33,0.5,0,0.37,0.31
347,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37
348,0.83,0.58,0.33,0.04,0.5,0,0.53,0.22
349,0.52,0.54,0.5,0.21,0.5,0,0.48,0.3
350,0.55,0.46,0.53,0.11,0.5,0,0.52,0.48
351,0.92,0.61,0.4,0.22,0.5,0,0.54,0.22
352,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22
353,0.63,0.61,0.41,0.22,0.5,0,0.51,0.22
354,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22
355,0.77,0.8,0.51,0.4,1,0,0.54,0.22
356,0.57,0.61,0.45,0.26,0.5,0,0.5,0.22
357,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27
358,0.54,0.57,0.52,0.19,0.5,0,0.59,0.67
359,0.42,0.52,0.4,0.17,0.5,0,0.5,0.26
360,0.91,0.77,0.34,0.47,0.5,0,0.52,0.31
361,0.41,0.39,0.51,0.52,0.5,0,0.49,0.22
362,0.69,0.6,0.5,0.31,0.5,0,0.55,0.22
363,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34
364,0.23,0.3,0.58,0.22,0.5,0,0.48,0.27
365,0.31,0.31,0.54,0.18,0.5,0,0.52,0.29
366,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22
367,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27
368,0.49,0.31,0.34,0.13,0.5,0,0.52,0.22
369,0.58,0.48,0.56,0.1,0.5,0,0.46,0.25
370,0.58,0.48,0.56,0.12,0.5,0,0.46,0.25
371,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37
372,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43
373,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22
374,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45
375,0.46,0.57,0.57,0.15,0.5,0,0.52,0.26
376,0.57,0.59,0.5,0.58,0.5,0,0.53,0.22
377,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37
378,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16
379,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28
380,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37
381,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32
382,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22
383,0.49,0.4,0.34,0.26,0.5,0,0.5,0.22
384,0.52,0.5,0.53,0.1,0.5,0,0.48,0.22
385,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22
386,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22
387,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25
388,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11
389,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26
390,0.5,0.46,0.42,0.32,0.5,0,0.56,0.55
391,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22
392,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22
393,0.67,0.63,0.34,0.41,0.5,0,0.6,0.33
394,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22
395,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27
396,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22
397,0.89,0.82,0.6,0.49,0.5,0,0.55,0.22
398,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22
399,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22
400,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22
401,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22
402,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26
403,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26
404,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22
405,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52
406,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22
407,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22
408,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22
409,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4
410,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22
411,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11
412,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22
413,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33
414,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11
415,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22
416,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22
417,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33
418,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22
419,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22
420,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22
421,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22
422,0.51,0.65,0.53,0.19,0.5,0,0.49,0.22
423,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22
424,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64
425,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22
426,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3
427,0.69,0.62,0.49,0,1,0,0.47,0.22
428,0.43,0.38,0.38,0.12,0.5,0,0.5,0.22
429,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65
430,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22
431,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22
432,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31
433,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27
434,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31
435,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22
