,f1,f2,f3,f4,f5,f6,f7,f8
115,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27
116,0.65,0.54176702,0.55,0.52,0.5,0,0.47,0.27
117,0.58,0.372173885,0.5,0.53,0.5,0,0.47,0.31
118,0.4,0.74,0.49,0.16,0.899381347,0,0.51,0.22
119,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36
120,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28
121,0.63,0.6,0.5,0.27,0.638741241,0,0.55,0.347022658
122,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22
123,0.58,0.38,0.953727914,0.21,0.5,0,0.5,0.22
124,0.470342691,0.41,0.5,0.24,1,0,0.47,0.22
125,0.58,0.56,0.52,0.993972719,0.5,0,0.57,0.35
126,0.49,0.6,0.55,0.17,0.695629243,0,0.44,0.22
127,0.56,0.63,0.52,0.2,0.720306793,0,0.563665932,0.26
128,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22
129,0.35,0.5,0.433615563,0.27,0.5,0,0.51,0.22
130,0.44,0.34,0.42367242,0.13,0.5,0,0.49,0.26
131,0.64,0.76,0.51,0.862418944,0.5,0,0.46,0.889817343
132,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25
133,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31
134,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22
135,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22
136,0.56,0.68,0.667198741,0.39,0.5,0.357631043,0.36,0.346901352
137,0.492390192,0.57,0.62,0.25,0.5,0,0.061051845,0.40111564
138,0.41,0.48,0.54,0.209893707,0.5,0,0.37,0.51
139,0.74,0.72,0.5,0.28,0.5,0,0.49,0.27
140,0.31,0.3,0.34,0.19,0.790612628,0,0.55,0.3
141,0.77,0.78,0.51,0.28,0.5,0.817101654,0.33,0.22
142,0.49,0.6,0.3,0.138939811,0.5,0,0.5,0.43
143,0.37,0.722687367,0.453050744,0.18,0.5,0.269716185,0.51,0.879867638
144,0.27,0.49,0.36,0.26,0.5,0,0.284780907,0.483838026
145,0.25,0.39,0.5,0.23,0.5,0.630145259,0.5,0.28
146,0.38,0.26,0.945678503,0.513737596,0.5,0,0.48,0.44
147,0.33,0.21,0.53,0.15,1,0,0.52,0.5
148,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38
149,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42
150,0.45,0.45,0.52,0.17,0.5,0,0.199953491,0.22
151,0.28,0.51,0.55,0.19,0.5,0,0.354685276,0.993567006
152,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26
153,0.244447759,0.33,0.995143872,0.15,0.5,0,0.55,0.36
154,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31
155,0.68,0.53,0.712961983,0.31,0.5,0,0.51,0.22
156,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27
157,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27
158,0.337866418,0.5,0.51,0.968084436,0.5,0,0.51,0.22
159,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6
160,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31
161,0.956308497,0.61,0.5,0.23,0.5,0,0.52,0.61
162,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22
163,0.53,0.46,0.54,0.37,0.5,0,0.51,0.261230184
164,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22
165,0.670120151,0.45,0.58,0.25,0.5,0,0.49,0.22
166,0.45,0.52,0.421835535,0.12,0.650385153,0,0.11265989,0.22
167,0.56,0.49,0.54,0.15,0.55968805,0,0.5,0.654639178
168,0.38,0.44,0.55,0.44,0.5,0,0.47,0.978552339
169,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22
170,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22
171,0.59,0.51,0.48,0.12,0.5,0,0.627405956,0.31
172,0.61,0.48,0.56,0.19,0.5,0.300987016,0.53,0.31
173,0.37,0.44,0.64,0.48,0.714956887,0,0.36,0.27
174,0.63,0.334287756,0.45,0.26,0.928578265,0,0.43,0.22
175,0.35,0.21,1,0.8,0.5,0,0.13,0.01
176,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22
177,0.52,0.43,0.61,0.22,0.5,0,0.45,0.275813603
178,0.52,0.893272089,0.61,0.22,0.5,0,0.45,0.22
179,0.32,0.44,0.54,0.803418552,0.5,0,0.4,0.19
180,0.48,0.41,0.52,0.33,0.5,0,0.106301451,0.26
181,0.46,0.536073488,0.59,0.41,0.5,0,0.53,0.21
182,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11
183,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39
184,0.77,0.86,0.44,0.27,0.5,0,0.48,0.122876345
185,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68
186,0.52,0.605295239,0.47,0.49,0.5,0,0.54,0.22
187,0.49,0.38,0.56,0.09,0.5,0,0.46,0.183596289
188,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22
189,0.41,0.4,0.56,0.17,0.591580378,0,0.56,0.22
190,0.39,0.292374053,0.38,0.14,0.612142648,0,0.5,0.22
191,0.39,0.3,0.843157414,0.2,0.5,0,0.43,0.47
192,0.864613532,0.82,0.4,0.90729102,0.5,0,0.38,0.22
193,0.42,0.28,0.33,0.23,0.5,0,0.39,0.26
194,0.47,0.378396235,0.46,0.28,0.5,0.27036658,0.660299175,0.99
195,0.218534184,0.5,0.47,0.29,0.5,0,0.46,0.27
196,0.49,0.192906334,0.52,0.18,0.5,0,0.51,0.013149471
197,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22
198,0.7,0.57,0.34,0.19,0.5,0,0.53,0.27
199,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29
200,0.294276343,0.28,0.49,0.22,0.5,0,0.55,0.798045023
201,0.47,0.5,0.47,0.22,0.897721942,0,0.53,0.45
202,0.33,0.47,0.55,0.245562491,0.5,0,0.45,0.67
203,0.55,0.4,0.62,0.22,0.660989599,0,0.37,0.28
204,0.54,0.47,0.469883505,0.4,0.5,0,0.46,0.27
205,0.46,0.5,0.5,0.28,0.5,0,0.5,0.37
206,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22
207,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22
208,0.47,0.32,0.51,0.368136044,0.830682951,0.755728342,0.672698816,0.27
209,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54
210,0.52,0.56,0.55,0.16,0.5,0,0.53,0.39
211,0.41,0.42,0.23,0.16,0.5,0,0.4,0.22
212,0.4,0.65,0.38,0.17,0.5,0,0.246538994,0.22
213,0.36,0.37,0.63,0.25,0.5,0,0.3,0.22
214,0.49,0.91641585,0.956325033,0.19,0.5,0,0.228354972,0.31
215,0.88,0.761751982,0.32,0.3,0.5,0,0.52,0.33
216,0.28,0.18,0.72,0.127790387,0.690810164,0,0.49,0.25
217,0.58,0.43,0.32,0.11,0.5,0,0.49,0.634268279
218,0.75,0.76,0.58,0.22,0.5,0,0.49,0.22
219,0.51,0.59,0.55,0.21,0.5,0,0.52,0.22
220,0.5,0.49,0.678949009,0.22,0.5,0,0.53,0.25
221,0.62,0.640787879,0.47,0.404902504,0.5,0,0.52,0.752675481
222,0.5,0.45,0.52,0.18,0.5,0,0.52,0.22
223,0.59,0.51,0.47,0.21,0.5,0.194831471,0.47,0.22
224,0.453532629,0.48,0.52,0.24,0.5,0,0.5,0.22
225,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22
226,0.49,0.51,0.52,0.13,0.5,0,0.51,0.33
227,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
228,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
229,0.55,0.79,0.45,0.25,0.820370491,0,0.065250259,0.22
230,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22
231,0.33,0.36,0.791924202,0.26,0.5,0.517794575,0.55,0.22
232,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64
233,0.546624981,0.56,0.53,0.15,0.5,0,0.49,0.22
234,0.44,0.49,0.49,0.27,0.5,0.019582757,0.52,0.22
235,0.49,0.46,0.54,0.655766211,0.5,0,0.35,0.22
236,0.59,0.48,0.41,0.53,0.861279386,0,0.380276192,0.56
237,0.33,0.46,0.53,0.12,0.5,0,0.5,0.27
238,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27
239,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37
240,0.52,0.51,0.48,0.12,0.5,0,0.54,0.31
241,0.47,0.46,0.49,0.27,0.5,0,0.59,0.22
242,0.902986647,0.44,0.5,0.09,0.5,0,0.55,0.22
243,0.66,0.37,0.66597286,0.25,0.5,0.166286944,0.69,0.22
244,0.51,0.49,0.48,0.55,0.5,0.577253868,0.52,0.58
245,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22
246,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25
247,0.961685411,0.52,0.51,0.987450779,0.5,0,0.47,0.22
248,0.53,0.925621172,0.49,0.216626306,0.5,0,0.51,0.22
249,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3
250,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25
251,0.4,0.4,0.43,0.499841133,0.5,0.83,0.48,0.884927124
252,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26
253,0.47,0.61,0.32,0.27,0.5,0,0.670432334,0.3
254,0.555600612,0.35,0.36,0.29,0.5,0,0.51,0.528902048
255,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22
256,0.63,0.65,0.522323221,0.18,0.5,0,0.257910369,0.27
257,0.47,0.34447337,0.63,0.19,0.5,0,0.52,0.32
258,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52
259,0.141017913,0.71,0.44,0.53,0.5,0,0.52,0.22
260,0.51,0.59,0.46,0.405890013,0.5,0,0.48,0.22
261,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4
262,0.38,0.416670998,0.39,0.19,0.5,0,0.46,0.62
263,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6
264,0.38,0.4,0.66,0.35,0.5,0,0.11506035,0.11
265,0.65,0.54,0.54,0.13,0.5,0,0.53,0.22
266,0.48,0.42,0.52,0.24,0.5,0,0.56,0.22
267,0.58,0.51,0.49,0.27,0.716152961,0,0.57,0.29
268,0.63,0.57,0.59,0.4,0.5,0,0.38,0.22
269,0.48,0.23,0.57,0.27,0.5,0,0.48,0.47
270,0.777576854,0.6,0.732454349,0.27178299,0.5,0,0.53,0.31
271,0.37,0.46,0.4,0.27,0.503145733,0,0.45,0.22
272,0.42,0.31,0.62,0.12,0.5,0,0.4,0.22
273,0.8,0.46,0.5,0.15,0.5,0,0.53,0.22
274,0.998185256,0.39,0.57,0.11,0.5,0,0.48,0.22
275,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22
276,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51
277,0.37,0.34,0.58,0.24,0.625728669,0,0.44,0.219486579
278,0.84134792,0.253785402,0.64,0.734626342,0.5,0,0.47,0.22
279,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22
280,0.3,0.5,0.34,0.26,0.666869541,0,0.51,0.22
281,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32
282,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53
283,0.28,0.46,0.26,0.06823184,0.983253467,0.088379465,0.39,0.22
284,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27
285,0.69,0.7,0.356536734,0.3,0.5,0,0.54,0.22
286,0.61,0.654365548,0.54,0.11,0.5,0,0.47,0.22
287,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22
288,0.41,0.49,0.65,0.28,0.5,0,0.59,0.57
289,0.54,0.44,0.35,0.19,0.5,0,0.51,0.27
290,0.337587966,0.31,0.434347205,0.15,0.5,0,0.53,0.31
291,0.36,0.5,0.39,0.23,0.550277441,0.416168069,0.5,0.22
292,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41
293,0.56,0.46,0.51,0.25,0.5,0,0.54,0.820184109
294,0.177304973,0.43,0.49,0.17,0.5,0,0.51,0.36
295,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66
296,0.67,0.691430786,0.36,0.19,0.5,0,0.56,0.22
297,0.42,0.227872567,0.48,0.54,0.5,0,0.48,0.22
298,0.597809889,0.54,0.48,0.65,0.5,0,0.53,0.22
299,0.4,0.42,0.57,0.35,0.851043549,0,0.53,0.25
300,0.51,0.51,0.52,0.51,0.5,0,0.54,0.22
301,0.728622876,0.54,0.43,0.1,0.5,0,0.57,0.32
302,0.51,0.51,0.43,0.87,0.5,0,0.52,0.22
303,0.74,0.67,0.47,0.34,0.5,0,0.42,0.22
304,0.4,0.45,0.57,0.198419069,0.5,0,0.56,0.26
305,0.37,0.36,0.56,0.18,0.5,0.613536372,0.48,0.26
306,0.147186553,0.538231946,0.58,0.47,0.5,0,0.4,0.35
307,0.53,0.44,0.51,0.33,0.5,0,0.55,0.22
308,0.529584193,0.48,0.44,0.08,0.862374397,0,0.52,0.27
309,0.6,0.47,0.45,0.22,0.938784753,0,0.51,0.29
310,0.81,0.85,0.47,0.37,0.5,0,0.56,0.22
311,0.5,0.58,0.46,0.46,0.5,0,0.46,0.22
312,0.51,0.54,0.6,0.564171541,0.5,0,0.58,0.22
313,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22
314,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32
315,0.818254141,0.58,0.35,0.198089892,0.5,0,0.44,0.22
316,0.36,0.43,0.39,0.12,0.5,0,0.49,0.22
317,0.65,0.65,0.52,0.16,0.5,0,0.6,0.22
318,0.47,0.47,0.57,0.48,0.5,0,0.48,0.22
319,0.35,0.52,0.48,0.492840742,0.5,0,0.26,0.22
320,0.54,0.999529034,0.34,0.31,0.5,0,0.44835942,0.22
321,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27
322,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22
323,0.39,0.58,0.5,0.26,0.5,0,0.54,0.551673273
324,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22
325,0.58,0.48,0.51,0.47,0.5,0,0.55,0.22
326,0.687335715,0.57,0.53,0.16,0.5,0,0.54,0.22
327,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72
328,0.36,0.843389176,0.46,0.16,0.5,0.766909222,0.633292947,0.28
329,0.42,0.31,0.5,0.15,0.5,0,0.659637082,0.22
330,0.67,0.901741512,0.52,0.65,0.5,0,0.53,0.36
331,0.26,0.5,0.33,0.28,0.5,0,0.51,0.890570823
332,0.31,0.44,0.568362885,0.849028947,0.5,0,0.51,0.32
333,0.38,0.68,0.44,0.45,0.5,0,0.53,0.22
334,0.48,0.877274929,0.8970696,0.23,0.5,0,0.6,0.709190368
335,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22
336,0.42,0.58,0.41,0.298216973,0.5,0,0.46,0.437475765
337,0.59,0.61,0.573522947,0.22,0.692397678,0,0.51,0.22
338,0.52,0.77,0.639760293,0.34,0.5,0,0.51,0.22
339,0.5,0.52,0.6,0.51,0.5,0.234116647,0.48,0.22
340,0.77,0.79,0.58,0.23,0.5,0,0.48,0.22
341,0.82,0.75,0.426239875,0.23,0.5,0,0.46,0.827951356
342,0.941331017,0.56,0.295800346,0.14,0.5,0,0.47,0.843516193
343,0.42,0.517834645,0.72,0.22,0.5,0,0.57,0.22
344,0.856862274,0.53,0.52,0.23,0.5,0.83,0.51,0.22
345,0.59,0.411416034,0.413783266,0.796492193,0.5,0,0.54,0.080177255
346,0.27,0.36,0.6,0.33,0.5,0,0.37,0.31
347,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37
348,0.83,0.58,0.33,0.04,0.5,0,0.53,0.22
349,0.52,0.54,0.5,0.975183951,0.5,0,0.48,0.3
350,0.55,0.288664165,0.53,0.11,0.5,0,0.52,0.584005797
351,0.92,0.61,0.4,0.22,0.5,0.221692221,0.54,0.22
352,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22
353,0.63,0.61,0.41,0.22,0.5,0,0.51,0.183800475
354,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22
355,0.77,0.8,0.51,0.359392693,1,0,0.54,0.22
356,0.57,0.61,0.3406281,0.26,0.5,0,0.5,0.22
357,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27
358,0.54,0.57,0.52,0.19,0.527172385,0,0.083347007,0.67
359,0.42,0.52,0.952127801,0.17,0.5,0,0.5,0.162939649
360,0.91,0.77,0.87155613,0.47,0.691063195,0,0.52,0.31
361,0.41,0.39,0.51,0.52,0.5,0,0.49,0.22
362,0.69,0.6,0.5,0.31,0.5,0,0.122346193,0.22
363,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34
364,0.23,0.393354855,0.58,0.22,0.5,0,0.48,0.707777905
365,0.31,0.31,0.54,0.18,0.670351121,0,0.52,0.29
366,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22
367,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27
368,0.71073304,0.31,0.34,0.13,0.5,0,0.52,0.22
369,0.58,0.48,0.587586072,0.1,0.5,0,0.46,0.25
370,0.58,0.48,0.56,0.12,0.898586492,0.713603258,0.46,0.25
371,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37
372,0.41,0.6,0.53,0.29,0.5,0,0.408655327,0.43
373,0.69,0.5,0.49,0.42,0.640028069,0,0.49,0.22
374,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45
375,0.46,0.57,0.57,0.15,0.5,0,0.52,0.26
376,0.57,0.59,0.5,0.58,0.5,0,0.53,0.22
377,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37
378,0.39,0.39,0.55,0.52,0.624276819,0,0.37,0.16
379,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28
380,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37
381,0.877362256,0.34,0.61,0.17,0.696213614,0,0.52,0.15390834
382,0.41,0.43,0.284226519,0.28,0.5,0,0.5,0.22
383,0.49,0.4,0.34,0.26,0.547643706,0,0.5,0.22
384,0.721861289,0.5,0.53,0.1,0.5,0,0.62633741,0.22
385,0.53,0.457409801,0.49,0.015144495,0.5,0,0.52,0.22
386,0.51,0.52,0.48,0.5,0.5,0.176525788,0.444186328,0.22
387,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25
388,0.625204066,0.322800082,0.66,0.45,0.5,0,0.37,0.11
389,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26
390,0.5,0.46,0.255705144,0.32,0.5,0,0.56,0.55
391,0.81,0.76,0.32,0.37,0.5,0,0.621494899,0.22
392,0.44719767,0.25,0.6,0.14,0.5,0,0.45,0.22
393,0.67,0.63,0.34,0.431926946,0.5,0,0.6,0.33
394,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22
395,0.43,0.32,0.56,0.27,0.5,0.0793336,0.47,0.27
396,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22
397,0.89,0.82,0.6,0.49,0.5,0,0.55,0.34429718
398,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22
399,0.52,0.718554139,0.54,0.28,0.5,0,0.54,0.22
400,0.52,0.62,0.54,0.19,0.5,0,0.209381174,0.22
401,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22
402,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26
403,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26
404,0.41,0.41,0.51,0.19,0.94126232,0,0.031911073,0.22
405,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52
406,0.32,0.47,0.55,0.366649975,0.5,0,0.49,0.22
407,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22
408,0.34,0.54,0.54,0.13,0.823995516,0,0.52,0.22
409,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4
410,0.426047464,0.4,0.53,0.48,0.5,0,0.48,0.22
411,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11
