,f1,f2,f3,f4,f5,f6,f7,f8,label
311,0.5,0.58,0.46,0.46,0.5,0,0.46,0.22,MIT
312,0.51,0.54,0.6,0.564171541,0.5,0,0.58,0.22,MIT
313,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,MIT
314,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32,CYT
315,0.818254141,0.58,0.35,0.198089892,0.5,0,0.44,0.22,ME3
316,0.36,0.43,0.39,0.12,0.5,0,0.49,0.22,ME3
317,0.65,0.65,0.52,0.16,0.5,0,0.6,0.22,CYT
318,0.47,0.47,0.57,0.48,0.5,0,0.48,0.22,MIT
319,0.35,0.52,0.48,0.492840742,0.5,0,0.26,0.22,MIT
320,0.54,0.999529034,0.34,0.31,0.5,0,0.44835942,0.22,ME3
321,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27,NUC
322,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22,CYT
323,0.39,0.58,0.5,0.26,0.5,0,0.54,0.551673273,ME3
324,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22,CYT
325,0.58,0.48,0.51,0.47,0.5,0,0.55,0.22,NUC
326,0.687335715,0.57,0.53,0.16,0.5,0,0.54,0.22,CYT
327,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72,NUC
328,0.36,0.843389176,0.46,0.16,0.5,0.766909222,0.633292947,0.28,NUC
329,0.42,0.31,0.5,0.15,0.5,0,0.659637082,0.22,NUC
330,0.67,0.901741512,0.52,0.65,0.5,0,0.53,0.36,NUC
331,0.26,0.5,0.33,0.28,0.5,0,0.51,0.890570823,ME3
332,0.31,0.44,0.568362885,0.849028947,0.5,0,0.51,0.32,NUC
333,0.38,0.68,0.44,0.45,0.5,0,0.53,0.22,MIT
334,0.48,0.877274929,0.8970696,0.23,0.5,0,0.6,0.709190368,CYT
335,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22,CYT
336,0.42,0.58,0.41,0.298216973,0.5,0,0.46,0.437475765,MIT
337,0.59,0.61,0.573522947,0.22,0.692397678,0,0.51,0.22,MIT
338,0.52,0.77,0.639760293,0.34,0.5,0,0.51,0.22,MIT
339,0.5,0.52,0.6,0.51,0.5,0.234116647,0.48,0.22,MIT
340,0.77,0.79,0.58,0.23,0.5,0,0.48,0.22,EXC
341,0.82,0.75,0.426239875,0.23,0.5,0,0.46,0.827951356,EXC
342,0.941331017,0.56,0.295800346,0.14,0.5,0,0.47,0.843516193,MIT
343,0.42,0.517834645,0.72,0.22,0.5,0,0.57,0.22,MIT
344,0.856862274,0.53,0.52,0.23,0.5,0.83,0.51,0.22,POX
345,0.59,0.411416034,0.413783266,0.796492193,0.5,0,0.54,0.080177255,NUC
346,0.27,0.36,0.6,0.33,0.5,0,0.37,0.31,NUC
347,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37,NUC
348,0.83,0.58,0.33,0.04,0.5,0,0.53,0.22,ME2
349,0.52,0.54,0.5,0.975183951,0.5,0,0.48,0.3,CYT
350,0.55,0.288664165,0.53,0.11,0.5,0,0.52,0.584005797,CYT
351,0.92,0.61,0.4,0.22,0.5,0.221692221,0.54,0.22,ME2
352,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22,CYT
353,0.63,0.61,0.41,0.22,0.5,0,0.51,0.183800475,ME3
354,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22,ME2
355,0.77,0.8,0.51,0.359392693,1,0,0.54,0.22,ERL
356,0.57,0.61,0.3406281,0.26,0.5,0,0.5,0.22,CYT
357,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27,CYT
358,0.54,0.57,0.52,0.19,0.527172385,0,0.083347007,0.67,NUC
359,0.42,0.52,0.952127801,0.17,0.5,0,0.5,0.162939649,ME3
360,0.91,0.77,0.87155613,0.47,0.691063195,0,0.52,0.31,ME1
361,0.41,0.39,0.51,0.52,0.5,0,0.49,0.22,CYT
362,0.69,0.6,0.5,0.31,0.5,0,0.122346193,0.22,CYT
363,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34,CYT
364,0.23,0.393354855,0.58,0.22,0.5,0,0.48,0.707777905,NUC
365,0.31,0.31,0.54,0.18,0.670351121,0,0.52,0.29,NUC
366,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22,ME2
367,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,CYT
